u,k,Dist_uk
932,2,7320
932,3,6320
932,4,5320
932,5,4320
932,6,3320
932,7,2320
932,8,1320
932,9,320
932,10,680
933,0,9330
933,1,8330
933,2,7330
933,3,6330
933,4,5330
933,5,4330
933,6,3330
933,7,2330
933,8,1330
933,9,330
933,10,670
934,0,9340
934,1,8340
934,2,7340
934,3,6340
934,4,5340
934,5,4340
934,6,3340
934,7,2340
934,8,1340
934,9,340
934,10,660
935,0,9350
935,1,8350
935,2,7350
935,3,6350
935,4,5350
935,5,4350
935,6,3350
935,7,2350
935,8,1350
935,9,350
935,10,650
936,0,9360
936,1,8360
936,2,7360
936,3,6360
936,4,5360
936,5,4360
936,6,3360
936,7,2360
936,8,1360
936,9,360
936,10,640
937,0,9370
937,1,8370
937,2,7370
937,3,6370
937,4,5370
937,5,4370
937,6,3370
937,7,2370
937,8,1370
937,9,370
937,10,630
938,0,9380
938,1,8380
938,2,7380
938,3,6380
938,4,5380
938,5,4380
938,6,3380
938,7,2380
938,8,1380
938,9,380
938,10,620
939,0,9390
939,1,8390
939,2,7390
939,3,6390
939,4,5390
939,5,4390
939,6,3390
939,7,2390
939,8,1390
939,9,390
939,10,610
940,0,9400
940,1,8400
940,2,7400
940,3,6400
940,4,5400
940,5,4400
940,6,3400
940,7,2400
940,8,1400
940,9,400
940,10,600
941,0,9410
941,1,8410
941,2,7410
941,3,6410
941,4,5410
941,5,4410
941,6,3410
941,7,2410
941,8,1410
941,9,410
941,10,590
942,0,9420
942,1,8420
942,2,7420
942,3,6420
942,4,5420
942,5,4420
942,6,3420
942,7,2420
942,8,1420
942,9,420
942,10,580
943,0,9430
943,1,8430
943,2,7430
943,3,6430
943,4,5430
943,5,4430
943,6,3430
943,7,2430
943,8,1430
943,9,430
943,10,570
944,0,9440
944,1,8440
944,2,7440
944,3,6440
944,4,5440
944,5,4440
944,6,3440
944,7,2440
944,8,1440
944,9,440
944,10,560
945,0,9450
945,1,8450
945,2,7450
945,3,6450
945,4,5450
945,5,4450
945,6,3450
945,7,2450
945,8,1450
945,9,450
945,10,550
946,0,9460
946,1,8460
946,2,7460
946,3,6460
946,4,5460
946,5,4460
946,6,3460
946,7,2460
946,8,1460
946,9,460
946,10,540
947,0,9470
947,1,8470
947,2,7470
947,3,6470
947,4,5470
947,5,4470
947,6,3470
947,7,2470
947,8,1470
947,9,470
947,10,530
948,0,9480
948,1,8480
948,2,7480
948,3,6480
948,4,5480
948,5,4480
948,6,3480
948,7,2480
948,8,1480
948,9,480
948,10,520
949,0,9490
949,1,8490
949,2,7490
949,3,6490
949,4,5490
949,5,4490
949,6,3490
949,7,2490
949,8,1490
949,9,490
949,10,510
950,0,9500
950,1,8500
950,2,7500
950,3,6500
950,4,5500
950,5,4500
950,6,3500
950,7,2500
950,8,1500
950,9,500
950,10,500
951,0,9510
951,1,8510
951,2,7510
951,3,6510
951,4,5510
951,5,4510
951,6,3510
951,7,2510
951,8,1510
951,9,510
951,10,490
952,0,9520
952,1,8520
952,2,7520
952,3,6520
952,4,5520
952,5,4520
952,6,3520
952,7,2520
952,8,1520
952,9,520
952,10,480
953,0,9530
953,1,8530
953,2,7530
953,3,6530
953,4,5530
953,5,4530
953,6,3530
953,7,2530
953,8,1530
953,9,530
953,10,470
954,0,9540
954,1,8540
954,2,7540
954,3,6540
954,4,5540
954,5,4540
954,6,3540
954,7,2540
954,8,1540
954,9,540
954,10,460
955,0,9550
955,1,8550
955,2,7550
955,3,6550
955,4,5550
955,5,4550
955,6,3550
955,7,2550
955,8,1550
955,9,550
955,10,450
956,0,9560
956,1,8560
956,2,7560
956,3,6560
956,4,5560
956,5,4560
956,6,3560
956,7,2560
956,8,1560
956,9,560
956,10,440
957,0,9570
957,1,8570
957,2,7570
957,3,6570
957,4,5570
957,5,4570
957,6,3570
957,7,2570
957,8,1570
957,9,570
957,10,430
958,0,9580
958,1,8580
958,2,7580
958,3,6580
958,4,5580
958,5,4580
958,6,3580
958,7,2580
958,8,1580
958,9,580
958,10,420
959,0,9590
959,1,8590
959,2,7590
959,3,6590
959,4,5590
959,5,4590
959,6,3590
959,7,2590
959,8,1590
959,9,590
959,10,410
960,0,9600
960,1,8600
960,2,7600
960,3,6600
960,4,5600
960,5,4600
960,6,3600
960,7,2600
960,8,1600
960,9,600
960,10,400
961,0,9610
961,1,8610
961,2,7610
961,3,6610
961,4,5610
961,5,4610
961,6,3610
961,7,2610
961,8,1610
961,9,610
961,10,390
962,0,9620
962,1,8620
962,2,7620
962,3,6620
962,4,5620
962,5,4620
962,6,3620
962,7,2620
962,8,1620
962,9,620
962,10,380
963,0,9630
963,1,8630
963,2,7630
963,3,6630
963,4,5630
963,5,4630
963,6,3630
963,7,2630
963,8,1630
963,9,630
963,10,370
964,0,9640
964,1,8640
964,2,7640
964,3,6640
964,4,5640
964,5,4640
964,6,3640
964,7,2640
964,8,1640
964,9,640
964,10,360
965,0,9650
965,1,8650
965,2,7650
965,3,6650
965,4,5650
965,5,4650
965,6,3650
965,7,2650
965,8,1650
965,9,650
965,10,350
966,0,9660
966,1,8660
966,2,7660
966,3,6660
966,4,5660
966,5,4660
966,6,3660
966,7,2660
966,8,1660
966,9,660
966,10,340
967,0,9670
967,1,8670
967,2,7670
967,3,6670
967,4,5670
967,5,4670
967,6,3670
967,7,2670
967,8,1670
967,9,670
967,10,330
968,0,9680
968,1,8680
968,2,7680
968,3,6680
968,4,5680
968,5,4680
968,6,3680
968,7,2680
968,8,1680
968,9,680
968,10,320
969,0,9690
969,1,8690
969,2,7690
969,3,6690
969,4,5690
969,5,4690
969,6,3690
969,7,2690
969,8,1690
969,9,690
969,10,310
970,0,9700
970,1,8700
970,2,7700
970,3,6700
970,4,5700
970,5,4700
970,6,3700
970,7,2700
970,8,1700
970,9,700
970,10,300
971,0,9710
971,1,8710
971,2,7710
971,3,6710
971,4,5710
971,5,4710
971,6,3710
971,7,2710
971,8,1710
971,9,710
971,10,290
972,0,9720
972,1,8720
972,2,7720
972,3,6720
972,4,5720
972,5,4720
972,6,3720
972,7,2720
972,8,1720
972,9,720
972,10,280
973,0,9730
973,1,8730
973,2,7730
973,3,6730
973,4,5730
973,5,4730
973,6,3730
973,7,2730
973,8,1730
973,9,730
973,10,270
974,0,9740
974,1,8740
974,2,7740
974,3,6740
974,4,5740
974,5,4740
974,6,3740
974,7,2740
974,8,1740
974,9,740
974,10,260
975,0,9750
975,1,8750
975,2,7750
975,3,6750
975,4,5750
975,5,4750
975,6,3750
975,7,2750
975,8,1750
975,9,750
975,10,250
976,0,9760
976,1,8760
976,2,7760
976,3,6760
976,4,5760
976,5,4760
976,6,3760
976,7,2760
976,8,1760
976,9,760
976,10,240
977,0,9770
977,1,8770
977,2,7770
977,3,6770
977,4,5770
977,5,4770
977,6,3770
977,7,2770
977,8,1770
977,9,770
977,10,230
978,0,9780
978,1,8780
978,2,7780
978,3,6780
978,4,5780
978,5,4780
978,6,3780
978,7,2780
978,8,1780
978,9,780
978,10,220
979,0,9790
979,1,8790
979,2,7790
979,3,6790
979,4,5790
979,5,4790
979,6,3790
979,7,2790
979,8,1790
979,9,790
979,10,210
980,0,9800
980,1,8800
980,2,7800
980,3,6800
980,4,5800
980,5,4800
980,6,3800
980,7,2800
980,8,1800
980,9,800
980,10,200
981,0,9810
981,1,8810
981,2,7810
981,3,6810
981,4,5810
981,5,4810
981,6,3810
981,7,2810
981,8,1810
981,9,810
981,10,190
982,0,9820
982,1,8820
982,2,7820
982,3,6820
982,4,5820
982,5,4820
982,6,3820
982,7,2820
982,8,1820
982,9,820
982,10,180
983,0,9830
983,1,8830
983,2,7830
983,3,6830
983,4,5830
983,5,4830
983,6,3830
983,7,2830
983,8,1830
983,9,830
983,10,170
984,0,9840
984,1,8840
984,2,7840
984,3,6840
984,4,5840
984,5,4840
984,6,3840
984,7,2840
984,8,1840
984,9,840
984,10,160
985,0,9850
985,1,8850
985,2,7850
985,3,6850
985,4,5850
985,5,4850
985,6,3850
985,7,2850
985,8,1850
985,9,850
985,10,150
986,0,9860
986,1,8860
986,2,7860
986,3,6860
986,4,5860
986,5,4860
986,6,3860
986,7,2860
986,8,1860
986,9,860
986,10,140
987,0,9870
987,1,8870
987,2,7870
987,3,6870
987,4,5870
987,5,4870
987,6,3870
987,7,2870
987,8,1870
987,9,870
987,10,130
988,0,9880
988,1,8880
988,2,7880
988,3,6880
988,4,5880
988,5,4880
988,6,3880
988,7,2880
988,8,1880
988,9,880
988,10,120
989,0,9890
989,1,8890
989,2,7890
989,3,6890
989,4,5890
989,5,4890
989,6,3890
989,7,2890
989,8,1890
989,9,890
989,10,110
990,0,9900
990,1,8900
990,2,7900
990,3,6900
990,4,5900
990,5,4900
990,6,3900
990,7,2900
990,8,1900
990,9,900
990,10,100
991,0,9910
991,1,8910
991,2,7910
991,3,6910
991,4,5910
991,5,4910
991,6,3910
991,7,2910
991,8,1910
991,9,910
991,10,90
992,0,9920
992,1,8920
992,2,7920
992,3,6920
992,4,5920
992,5,4920
992,6,3920
992,7,2920
992,8,1920
992,9,920
992,10,80
993,0,9930
993,1,8930
993,2,7930
993,3,6930
993,4,5930
993,5,4930
993,6,3930
993,7,2930
993,8,1930
993,9,930
993,10,70
994,0,9940
994,1,8940
994,2,7940
994,3,6940
994,4,5940
994,5,4940
994,6,3940
994,7,2940
994,8,1940
994,9,940
994,10,60
995,0,9950
995,1,8950
995,2,7950
995,3,6950
995,4,5950
995,5,4950
995,6,3950
995,7,2950
995,8,1950
995,9,950
995,10,50
996,0,9960
996,1,8960
996,2,7960
996,3,6960
996,4,5960
996,5,4960
996,6,3960
996,7,2960
996,8,1960
996,9,960
996,10,40
997,0,9970
997,1,8970
997,2,7970
997,3,6970
997,4,5970
997,5,4970
997,6,3970
997,7,2970
997,8,1970
997,9,970
997,10,30
998,0,9980
998,1,8980
998,2,7980
998,3,6980
998,4,5980
998,5,4980
998,6,3980
998,7,2980
998,8,1980
998,9,980
998,10,20
999,0,9990
999,1,8990
999,2,7990
999,3,6990
999,4,5990
999,5,4990
999,6,3990
999,7,2990
999,8,1990
999,9,990
999,10,10
1000,0,10000
1000,1,9000
1000,2,8000
1000,3,7000
1000,4,6000
1000,5,5000
1000,6,4000
1000,7,3000
1000,8,2000
1000,9,1000
1000,10,10
